survey_id,site_name,site_country,latitude,longitude,region,date_start,date_end,transect,species,amount,size,observer
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,1,,,,"Erica Bleke, Samuel Bishop, Shawn Augustine"
0699e69b-39bd-4bd1-beef-af37443cad1b,Owen Beach,United States of America,47.31752,-122.53389,California,06/11/2024,06/26/2024,1,,,,""
0699e69b-39bd-4bd1-beef-af37443cad1b,Owen Beach,United States of America,47.31752,-122.53389,California,06/11/2024,06/26/2024,2,,,,""
0699e69b-39bd-4bd1-beef-af37443cad1b,Owen Beach,United States of America,47.31752,-122.53389,California,06/11/2024,06/26/2024,3,,,,""
0699e69b-39bd-4bd1-beef-af37443cad1b,Owen Beach,United States of America,47.31752,-122.53389,California,06/11/2024,06/26/2024,4,,,,""
0699e69b-39bd-4bd1-beef-af37443cad1b,Owen Beach,United States of America,47.31752,-122.53389,California,06/11/2024,06/26/2024,5,,,,""
0699e69b-39bd-4bd1-beef-af37443cad1b,Owen Beach,United States of America,47.31752,-122.53389,California,06/11/2024,06/26/2024,6,,,,""
069c9059-c446-4004-81c1-f65e32266924,Lincoln Park,United States of America,47.536153,-122.397348,California,05/31/2025,05/31/2025,1,,,,""
099dcac6-b372-48f7-a45e-6ba794daf477,Edmonds Shell Creek,United States of America,47.819549,-122.37838,California,07/12/2025,07/12/2025,1,,,,""
0a4b7918-dd81-43ca-8a91-dfe1fedee1b3,Fox Island East Wall,United States of America,47.228194,-122.589757,California,08/11/2024,08/11/2024,1,,,,""
0a4b7918-dd81-43ca-8a91-dfe1fedee1b3,Fox Island East Wall,United States of America,47.228194,-122.589757,California,08/11/2024,08/11/2024,2,,,,""
0a4b7918-dd81-43ca-8a91-dfe1fedee1b3,Fox Island East Wall,United States of America,47.228194,-122.589757,California,08/11/2024,08/11/2024,3,,,,""
0a4b7918-dd81-43ca-8a91-dfe1fedee1b3,Fox Island East Wall,United States of America,47.228194,-122.589757,California,08/11/2024,08/11/2024,4,,,,""
0a4b7918-dd81-43ca-8a91-dfe1fedee1b3,Fox Island East Wall,United States of America,47.228194,-122.589757,California,08/11/2024,08/11/2024,5,,,,""
0a4b7918-dd81-43ca-8a91-dfe1fedee1b3,Fox Island East Wall,United States of America,47.228194,-122.589757,California,08/11/2024,08/11/2024,6,,,,""
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,1,,,,""
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,2,,,,""
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,3,,,,""
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,4,,,,""
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,5,,,,""
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,6,,,,""
10dbe508-93a5-45fb-a47e-a836a53396f2,Rosario Head,United States of America,48.415477,-122.66477,California,08/10/2024,08/10/2024,1,,,,""
10dbe508-93a5-45fb-a47e-a836a53396f2,Rosario Head,United States of America,48.415477,-122.66477,California,08/10/2024,08/10/2024,2,,,,""
10dbe508-93a5-45fb-a47e-a836a53396f2,Rosario Head,United States of America,48.415477,-122.66477,California,08/10/2024,08/10/2024,3,,,,""
10dbe508-93a5-45fb-a47e-a836a53396f2,Rosario Head,United States of America,48.415477,-122.66477,California,08/10/2024,08/10/2024,4,,,,""
10dbe508-93a5-45fb-a47e-a836a53396f2,Rosario Head,United States of America,48.415477,-122.66477,California,08/10/2024,08/10/2024,5,,,,""
10dbe508-93a5-45fb-a47e-a836a53396f2,Rosario Head,United States of America,48.415477,-122.66477,California,08/10/2024,08/10/2024,6,,,,""
23ebd573-d28d-42b1-8aa4-344d0c2e3785,Magnolia,United States of America,47.631423,-122.401099,California,07/30/2024,07/31/2024,1,,,,""
24a8a418-b31d-4895-bd03-5af463caf15b,Lower Elwha,United States of America,48.13964,-123.585069,California,07/27/2024,07/27/2024,1,,,,""
285d774a-4608-43fc-908f-e3ac5709d4e1,McCurdy Point,United States of America,48.138791,-122.844791,California,06/15/2024,06/15/2024,1,,,,""
2c3b044d-18bd-483f-a97a-0020228175b9,Blake Island South,United States of America,47.53049,-122.49498,California,10/01/2022,10/01/2022,1,,,,""
2f03a1a2-ec63-4ad1-b177-3f90ae8b838c,Lincoln Park,United States of America,47.536153,-122.397348,California,06/04/2022,06/27/2022,1,,,,""
2f03a1a2-ec63-4ad1-b177-3f90ae8b838c,Lincoln Park,United States of America,47.536153,-122.397348,California,06/04/2022,06/27/2022,2,,,,""
2f03a1a2-ec63-4ad1-b177-3f90ae8b838c,Lincoln Park,United States of America,47.536153,-122.397348,California,06/04/2022,06/27/2022,3,,,,""
2f03a1a2-ec63-4ad1-b177-3f90ae8b838c,Lincoln Park,United States of America,47.536153,-122.397348,California,06/04/2022,06/27/2022,4,,,,""
2f03a1a2-ec63-4ad1-b177-3f90ae8b838c,Lincoln Park,United States of America,47.536153,-122.397348,California,06/04/2022,06/27/2022,5,,,,""
2f03a1a2-ec63-4ad1-b177-3f90ae8b838c,Lincoln Park,United States of America,47.536153,-122.397348,California,06/04/2022,06/27/2022,6,,,,""
3a089a9d-593d-4700-8237-7fd77f70d73d,Jefferson Head,United States of America,47.744509,-122.475293,California,07/01/2024,07/30/2024,1,,,,""
3fbf67aa-d05d-4bb5-b2fa-fd97d6e9b2bf,Tongue Point,United States of America,48.256822,-124.275318,California,08/08/2025,08/08/2025,6,,,,""
459827fb-95f0-477e-afcd-f283d20e666a,Tongue Point,United States of America,48.256822,-124.275318,California,07/29/2023,07/30/2023,1,,,,""
459827fb-95f0-477e-afcd-f283d20e666a,Tongue Point,United States of America,48.256822,-124.275318,California,07/29/2023,07/30/2023,2,,,,""
459827fb-95f0-477e-afcd-f283d20e666a,Tongue Point,United States of America,48.256822,-124.275318,California,07/29/2023,07/30/2023,3,,,,""
538f3f7a-5611-45fa-8e62-a3ede8e537f6,Sund Rock,United States of America,47.435996,-123.12022,California,06/07/2024,06/07/2024,1,,,,""
56f56fdb-42d5-4766-9a16-4bbd5e6fe24e,Sund Rock,United States of America,47.435996,-123.12022,California,06/02/2023,06/02/2023,1,,,,""
56f56fdb-42d5-4766-9a16-4bbd5e6fe24e,Sund Rock,United States of America,47.435996,-123.12022,California,06/02/2023,06/02/2023,2,,,,""
60498585-119a-493e-b862-357fb7f5139d,Titlow Beach ,United States of America,47.246982,-122.555038,California,06/21/2025,07/03/2025,1,,,,""
60498585-119a-493e-b862-357fb7f5139d,Titlow Beach ,United States of America,47.246982,-122.555038,California,06/21/2025,07/03/2025,2,,,,""
60498585-119a-493e-b862-357fb7f5139d,Titlow Beach ,United States of America,47.246982,-122.555038,California,06/21/2025,07/03/2025,3,,,,""
60498585-119a-493e-b862-357fb7f5139d,Titlow Beach ,United States of America,47.246982,-122.555038,California,06/21/2025,07/03/2025,4,,,,""
60498585-119a-493e-b862-357fb7f5139d,Titlow Beach ,United States of America,47.246982,-122.555038,California,06/21/2025,07/03/2025,5,,,,""
60498585-119a-493e-b862-357fb7f5139d,Titlow Beach ,United States of America,47.246982,-122.555038,California,06/21/2025,07/03/2025,6,,,,""
60b56127-d780-4adf-aed6-b5ebcfe9b06c,Squaxin Island,United States of America,47.16767,-122.895667,California,07/07/2022,07/13/2022,1,,,,""
60b56127-d780-4adf-aed6-b5ebcfe9b06c,Squaxin Island,United States of America,47.16767,-122.895667,California,07/07/2022,07/13/2022,2,,,,""
60c9d7ff-ed63-4be6-89e1-b1682c0e3112,Derelict Conveyor,United States of America,48.855254,-122.730835,California,06/27/2025,06/28/2025,1,,,,""
60c9d7ff-ed63-4be6-89e1-b1682c0e3112,Derelict Conveyor,United States of America,48.855254,-122.730835,California,06/27/2025,06/28/2025,2,,,,""
60c9d7ff-ed63-4be6-89e1-b1682c0e3112,Derelict Conveyor,United States of America,48.855254,-122.730835,California,06/27/2025,06/28/2025,3,,,,""
61f982fe-6715-4957-acc5-ece468a53adc,Lowell Point,United States of America,48.11942,-122.48704,California,10/22/2023,10/22/2023,1,,,,""
63750179-e0a7-45c9-91e4-c6dc53bed316,Possession Point,United States of America,47.90005,-122.383133,California,10/19/2023,10/19/2023,1,,,,""
63750179-e0a7-45c9-91e4-c6dc53bed316,Possession Point,United States of America,47.90005,-122.383133,California,10/19/2023,10/19/2023,2,,,,""
670cba71-04c9-42cd-8bdb-7ddcfd2f5627,Edmonds Shell Creek,United States of America,47.819549,-122.37838,California,07/30/2022,08/06/2022,1,,,,""
670cba71-04c9-42cd-8bdb-7ddcfd2f5627,Edmonds Shell Creek,United States of America,47.819549,-122.37838,California,07/30/2022,08/06/2022,2,,,,""
670cba71-04c9-42cd-8bdb-7ddcfd2f5627,Edmonds Shell Creek,United States of America,47.819549,-122.37838,California,07/30/2022,08/06/2022,3,,,,""
670cba71-04c9-42cd-8bdb-7ddcfd2f5627,Edmonds Shell Creek,United States of America,47.819549,-122.37838,California,07/30/2022,08/06/2022,4,,,,""
670cba71-04c9-42cd-8bdb-7ddcfd2f5627,Edmonds Shell Creek,United States of America,47.819549,-122.37838,California,07/30/2022,08/06/2022,5,,,,""
670cba71-04c9-42cd-8bdb-7ddcfd2f5627,Edmonds Shell Creek,United States of America,47.819549,-122.37838,California,07/30/2022,08/06/2022,6,,,,""
6f71ede0-37cc-4366-9a41-a06e4d91b6e7,Lowell Point,United States of America,48.11942,-122.48704,California,10/14/2021,10/17/2021,1,,,,""
7e1e0f47-ef91-4b02-94b4-bccc2f99690c,Burrows Lighthouse,United States of America,48.477268,-122.714451,California,08/27/2025,09/24/2025,1,,,,""
806d49fb-dd08-47b2-9cee-e12774102163,McCurdy Point,United States of America,48.138791,-122.844791,California,07/08/2022,07/29/2022,1,,,,""
806d49fb-dd08-47b2-9cee-e12774102163,McCurdy Point,United States of America,48.138791,-122.844791,California,07/08/2022,07/29/2022,2,,,,""
806d49fb-dd08-47b2-9cee-e12774102163,McCurdy Point,United States of America,48.138791,-122.844791,California,07/08/2022,07/29/2022,3,,,,""
806d49fb-dd08-47b2-9cee-e12774102163,McCurdy Point,United States of America,48.138791,-122.844791,California,07/08/2022,07/29/2022,4,,,,""
806d49fb-dd08-47b2-9cee-e12774102163,McCurdy Point,United States of America,48.138791,-122.844791,California,07/08/2022,07/29/2022,5,,,,""
806d49fb-dd08-47b2-9cee-e12774102163,McCurdy Point,United States of America,48.138791,-122.844791,California,07/08/2022,07/29/2022,6,,,,""
80818b43-27a0-45e4-8ff0-ba8d9f98fee1,Point Vashon,United States of America,47.512553,-122.473981,California,07/18/2025,07/19/2025,1,,,,""
857f8457-a400-4bcd-9673-c54d036b63ff,Titlow Beach ,United States of America,47.246982,-122.555038,California,07/11/2024,07/29/2024,1,,,,""
866e81f4-1c40-4e85-88e7-01198cbf87e2,Edmonds Shell Creek,United States of America,47.819549,-122.37838,California,07/19/2021,07/19/2021,1,,,,""
866e81f4-1c40-4e85-88e7-01198cbf87e2,Edmonds Shell Creek,United States of America,47.819549,-122.37838,California,07/19/2021,07/19/2021,2,,,,""
93c4c8e4-f8a4-477f-a14f-604fa885b8c6,Watmough Bay,United States of America,48.431304,-122.803311,California,09/10/2024,09/11/2024,1,,,,""
977eda6b-d085-45c3-84d2-9a76ac1b3257,Satellite Island,United States of America,48.684762,-123.191924,California,12/05/2024,12/05/2024,1,,,,""
9c27a3ea-17ad-4b7f-a0d2-bc47e5a076cd,Point Whitehorn,United States of America,48.896331,-122.795095,California,07/17/2022,08/23/2022,1,,,,""
9dbcf8b8-b14b-45fc-b9d7-53ce25d2c85e,Smith Island,United States of America,48.318961,-122.849565,California,08/01/2025,08/01/2025,1,,,,""
9dbcf8b8-b14b-45fc-b9d7-53ce25d2c85e,Smith Island,United States of America,48.318961,-122.849565,California,08/01/2025,08/01/2025,2,,,,""
b405fcb0-360f-44b5-b2ea-eed974c26177,Ebeys Landing,United States of America,48.18384,-122.7004,California,05/27/2023,05/28/2023,1,,,,""
b405fcb0-360f-44b5-b2ea-eed974c26177,Ebeys Landing,United States of America,48.18384,-122.7004,California,05/27/2023,05/28/2023,2,,,,""
b4427b38-93f0-4291-9290-ef1350695e80,Ebeys Landing,United States of America,48.18384,-122.7004,California,08/18/2022,08/19/2022,1,,,,""
b4427b38-93f0-4291-9290-ef1350695e80,Ebeys Landing,United States of America,48.18384,-122.7004,California,08/18/2022,08/19/2022,2,,,,""
b4427b38-93f0-4291-9290-ef1350695e80,Ebeys Landing,United States of America,48.18384,-122.7004,California,08/18/2022,08/19/2022,3,,,,""
b4427b38-93f0-4291-9290-ef1350695e80,Ebeys Landing,United States of America,48.18384,-122.7004,California,08/18/2022,08/19/2022,4,,,,""
b4427b38-93f0-4291-9290-ef1350695e80,Ebeys Landing,United States of America,48.18384,-122.7004,California,08/18/2022,08/19/2022,5,,,,""
b4427b38-93f0-4291-9290-ef1350695e80,Ebeys Landing,United States of America,48.18384,-122.7004,California,08/18/2022,08/19/2022,6,,,,""
c66ef1ed-b535-4ab6-937f-6c7f97be4118,Partridge Point,United States of America,48.225837,-122.771572,California,06/10/2022,06/11/2022,1,,,,""
c66ef1ed-b535-4ab6-937f-6c7f97be4118,Partridge Point,United States of America,48.225837,-122.771572,California,06/10/2022,06/11/2022,2,,,,""
c66ef1ed-b535-4ab6-937f-6c7f97be4118,Partridge Point,United States of America,48.225837,-122.771572,California,06/10/2022,06/11/2022,3,,,,""
c66ef1ed-b535-4ab6-937f-6c7f97be4118,Partridge Point,United States of America,48.225837,-122.771572,California,06/10/2022,06/11/2022,4,,,,""
c66ef1ed-b535-4ab6-937f-6c7f97be4118,Partridge Point,United States of America,48.225837,-122.771572,California,06/10/2022,06/11/2022,5,,,,""
c66ef1ed-b535-4ab6-937f-6c7f97be4118,Partridge Point,United States of America,48.225837,-122.771572,California,06/10/2022,06/11/2022,6,,,,""
c99af2f0-3959-478b-9add-575c290d0037,Teahwhit Head,United States of America,47.87103,-124.60768,California,08/06/2024,08/06/2024,1,,,,""
cc52d6ce-8725-4946-914d-f59d917a4325,Sirens of Spring ,United States of America,47.618148,-122.360893,California,01/27/2025,01/27/2025,1,,,,""
cc52d6ce-8725-4946-914d-f59d917a4325,Sirens of Spring ,United States of America,47.618148,-122.360893,California,01/27/2025,01/27/2025,2,,,,""
d55dc988-70c6-4ea1-810a-6877eb07b2fd,Jefferson Head,United States of America,47.744509,-122.475293,California,07/20/2022,07/21/2022,1,,,,""
d55dc988-70c6-4ea1-810a-6877eb07b2fd,Jefferson Head,United States of America,47.744509,-122.475293,California,07/20/2022,07/21/2022,2,,,,""
d55dc988-70c6-4ea1-810a-6877eb07b2fd,Jefferson Head,United States of America,47.744509,-122.475293,California,07/20/2022,07/21/2022,3,,,,""
d55dc988-70c6-4ea1-810a-6877eb07b2fd,Jefferson Head,United States of America,47.744509,-122.475293,California,07/20/2022,07/21/2022,4,,,,""
d55dc988-70c6-4ea1-810a-6877eb07b2fd,Jefferson Head,United States of America,47.744509,-122.475293,California,07/20/2022,07/21/2022,5,,,,""
d55dc988-70c6-4ea1-810a-6877eb07b2fd,Jefferson Head,United States of America,47.744509,-122.475293,California,07/20/2022,07/21/2022,6,,,,""
dc0070b0-2770-49f9-a08b-4db7e5990079,Lowell Point,United States of America,48.11942,-122.48704,California,10/22/2022,10/22/2022,1,,,,""
e050e79b-96b0-4594-b6c6-a10058711cd6,Seattle Waterfront,United States of America,47.608873,-122.349157,California,09/19/2023,09/22/2023,1,,,,""
e4e55610-c720-4f9e-a314-ad45f4e20cc4,Seattle Waterfront,United States of America,47.608873,-122.349157,California,06/23/2022,10/06/2022,1,,,,""
e4e55610-c720-4f9e-a314-ad45f4e20cc4,Seattle Waterfront,United States of America,47.608873,-122.349157,California,06/23/2022,10/06/2022,2,,,,""
e4e55610-c720-4f9e-a314-ad45f4e20cc4,Seattle Waterfront,United States of America,47.608873,-122.349157,California,06/23/2022,10/06/2022,3,,,,""
e4e55610-c720-4f9e-a314-ad45f4e20cc4,Seattle Waterfront,United States of America,47.608873,-122.349157,California,06/23/2022,10/06/2022,4,,,,""
ebb7b095-edfe-488f-86cb-6c5751b3adb5,Clallam Bay West,United States of America,48.256822,-124.275318,California,07/28/2023,07/29/2023,1,,,,""
ebb7b095-edfe-488f-86cb-6c5751b3adb5,Clallam Bay West,United States of America,48.256822,-124.275318,California,07/28/2023,07/29/2023,2,,,,""
ee119977-1feb-4d69-9340-10afc0ce34c4,North Beach,United States of America,48.144779,-122.778533,California,06/14/2024,06/15/2024,1,,,,""
eeb42025-b0f2-417f-982b-3df7b0f8a60c,Goby Gardens,United States of America,47.631907,-122.94162,California,08/27/2022,08/27/2022,1,,,,""
ef054e0e-d579-44fe-995a-e6632e3e6faf,Partridge Point,United States of America,48.225837,-122.771572,California,06/21/2025,06/22/2025,1,,,,""
ef054e0e-d579-44fe-995a-e6632e3e6faf,Partridge Point,United States of America,48.225837,-122.771572,California,06/21/2025,06/22/2025,2,,,,""
f34c35b4-372f-4638-bffb-45b2c4c3d44e,Owen Beach,United States of America,47.31752,-122.53389,California,07/10/2023,07/27/2023,1,,,,""
f34c35b4-372f-4638-bffb-45b2c4c3d44e,Owen Beach,United States of America,47.31752,-122.53389,California,07/10/2023,07/27/2023,2,,,,""
f34c35b4-372f-4638-bffb-45b2c4c3d44e,Owen Beach,United States of America,47.31752,-122.53389,California,07/10/2023,07/27/2023,3,,,,""
f5fc1e42-d049-42bb-aa1a-528ea9124a3b,Devils Head,United States of America,47.166934,-122.761201,California,08/25/2023,08/25/2023,1,,,,""
f5fc1e42-d049-42bb-aa1a-528ea9124a3b,Devils Head,United States of America,47.166934,-122.761201,California,08/25/2023,08/25/2023,2,,,,""
f6ee9a65-b55c-4b02-bc6b-1b2d4448e4c4,Magnolia,United States of America,47.631423,-122.401099,California,08/17/2021,08/17/2021,1,,,,""
f9403d3b-da25-4f57-bc1a-79e441338ab6,Reuben Tarte,United States of America,48.612837,-123.097222,California,09/13/2024,09/13/2024,1,,,,""
f9403d3b-da25-4f57-bc1a-79e441338ab6,Reuben Tarte,United States of America,48.612837,-123.097222,California,09/13/2024,09/13/2024,2,,,,""
f9d7d991-cd9c-45cb-85b2-3600125de7aa,Elliot Bay Marina,United States of America,47.627001,-122.391019,California,01/28/2025,01/28/2025,1,,,,""
f9d7d991-cd9c-45cb-85b2-3600125de7aa,Elliot Bay Marina,United States of America,47.627001,-122.391019,California,01/28/2025,01/28/2025,2,,,,""
fbd133a3-de91-4cd9-ba39-c930c9c9c79a,Dallas Banks,United States of America,48.133602,-122.934924,California,06/16/2024,06/16/2024,1,,,,""
